home_team,away_team,home_result,away_result,date,round,city,edition
Macedonia (Македонија),Liechtenstein,3.0,0.0,1996-01-01,PRELIMINARY-Europe,Skopje,1996
Argentina,Bolivia,3.0,1.0,1996-01-01,PRELIMINARY-S.America,Buenos Aires,1996
Venezuela,Uruguay,0.0,2.0,1996-01-01,PRELIMINARY-S.America,Caracas,1996
Colombia,Paraguay,1.0,0.0,1996-01-01,PRELIMINARY-S.America,Barranquilla,1996
Ecuador,Peru (Perú),4.0,1.0,1996-01-01,PRELIMINARY-S.America,Guayaquil,1996
Dominican Republic (República Dominicana),Dutch Antilles (Nederlandse Antillen),2.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Santo Domingo,1996
Puerto Rico,Saint Vincent & The Grenadines,1.0,2.0,1996-01-01,PRELIMINARY-N/C.America,Bayamón,1996
Saint Kitts & Nevis,Saint Lucia,5.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Basseterre,1996
Nicaragua,Guatemala,0.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Diriamba,1996
Guatemala,Nicaragua,2.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Guatemala,1996
Dutch Antilles (Nederlandse Antillen),Dominican Republic (República Dominicana),0.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Willemstad,1996
Saint Vincent & The Grenadines,Puerto Rico,7.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Kingstown,1996
Cayman Islands,Cuba,0.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Georgetown,1996
Haiti (Haïti),Grenada,6.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Port-au-Prince,1996
Cuba,Cayman Islands,5.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Georgetown,1996
Dominica,Barbados,0.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Roseau,1996
Grenada,Haiti (Haïti),0.0,1.0,1996-01-01,PRELIMINARY-N/C.America,St._Georges,1996
Saint Lucia,Saint Kitts & Nevis,0.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Castries,1996
Barbados,Dominica,1.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Bridgetown,1996
Mauritania (موريتانيا),Burkina Faso,0.0,0.0,1996-01-01,PRELIMINARY-Africa,Nouakchott,1996
Sweden (Sverige),Belarus (Беларусь),5.0,1.0,1996-01-01,PRELIMINARY-Europe,Stockholm,1996
Iceland (Ísland),Macedonia (Македонија),1.0,1.0,1996-01-01,PRELIMINARY-Europe,Reykjavík,1996
Malawi (Malaŵi),South Africa (Suid-Afrika),0.0,1.0,1996-01-01,PRELIMINARY-Africa,Blantyre,1996
Namibia,Mozambique (Moçambique),2.0,0.0,1996-01-01,PRELIMINARY-Africa,Windhoek,1996
Uganda,Angola,0.0,2.0,1996-01-01,PRELIMINARY-Africa,Kampala,1996
Guinea-Bissau (Guiné-Bissau),Guinea (Guinée),3.0,2.0,1996-01-01,PRELIMINARY-Africa,Bissau,1996
Sudan (السودان),Zambia,2.0,0.0,1996-01-01,PRELIMINARY-Africa,Khartoum,1996
Gambia,Liberia,2.0,1.0,1996-01-01,PRELIMINARY-Africa,Banjul,1996
Norway (Norge),Azerbaijan (Azərbaycan),5.0,0.0,1996-01-01,PRELIMINARY-Europe,Oslo,1996
Yugoslavia (Југославија),Malta,6.0,0.0,1996-01-01,PRELIMINARY-Europe,Beograd,1996
San Marino,Wales (Cymru),0.0,5.0,1996-01-01,PRELIMINARY-Europe,Serravalle,1996
Ecuador,Argentina,2.0,0.0,1996-01-01,PRELIMINARY-S.America,Quito,1996
Uruguay,Paraguay,0.0,2.0,1996-01-01,PRELIMINARY-S.America,Montevideo,1996
Venezuela,Chile,1.0,1.0,1996-01-01,PRELIMINARY-S.America,Barinas,1996
Peru (Perú),Colombia,1.0,1.0,1996-01-01,PRELIMINARY-S.America,Lima,1996
Belize,Panama (Panamá),1.0,2.0,1996-01-01,PRELIMINARY-N/C.America,Belize City,1996
Kenya,Algeria (الجزائر),3.0,1.0,1996-01-01,PRELIMINARY-Africa,Nairobi,1996
Togo,Senegal (Sénégal),2.0,1.0,1996-01-01,PRELIMINARY-Africa,Lomé,1996
Madagascar (Madagasikara),Zimbabwe,1.0,2.0,1996-01-01,PRELIMINARY-Africa,Antananarivo,1996
Burundi,Sierra Leone,1.0,0.0,1996-01-01,PRELIMINARY-Africa,Bujumbura,1996
Swaziland (Swatini),Gabon,0.0,1.0,1996-01-01,PRELIMINARY-Africa,Mbabane,1996
Mauritius,Zaire (Zaïre),1.0,5.0,1996-01-01,PRELIMINARY-Africa,Port_Louis,1996
Rwanda,Tunisia (تونس),1.0,3.0,1996-01-01,PRELIMINARY-Africa,Kigali,1996
Congo,Ivory Coast (Côte d'Ivoire),2.0,0.0,1996-01-01,PRELIMINARY-Africa,Brazzaville,1996
Tanzania,Ghana,0.0,0.0,1996-01-01,PRELIMINARY-Africa,Dar es Salaam,1996
Panama (Panamá),Belize,4.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Panamá,1996
Cuba,Haiti (Haïti),6.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Port_of_Spain,1996
Algeria (الجزائر),Kenya,1.0,0.0,1996-01-01,PRELIMINARY-Africa,Algiers,1996
Dominican Republic (República Dominicana),Trinidad and Tobago,1.0,4.0,1996-01-01,PRELIMINARY-N/C.America,Santo Domingo,1996
South Africa (Suid-Afrika),Malawi (Malaŵi),3.0,0.0,1996-01-01,PRELIMINARY-Africa,Johannesburg,1996
Senegal (Sénégal),Togo,1.0,1.0,1996-01-01,PRELIMINARY-Africa,Dakar,1996
Burkina Faso,Mauritania (موريتانيا),2.0,0.0,1996-01-01,PRELIMINARY-Africa,Ouagadougou,1996
Mozambique (Moçambique),Namibia,1.0,1.0,1996-01-01,PRELIMINARY-Africa,Maputo,1996
Angola,Uganda,3.0,1.0,1996-01-01,PRELIMINARY-Africa,Luanda,1996
Guinea (Guinée),Guinea-Bissau (Guiné-Bissau),3.0,1.0,1996-01-01,PRELIMINARY-Africa,Conakry,1996
Zambia,Sudan (السودان),3.0,0.0,1996-01-01,PRELIMINARY-Africa,Lusaka,1996
Zimbabwe,Madagascar (Madagasikara),2.0,2.0,1996-01-01,PRELIMINARY-Africa,Harare,1996
Sierra Leone,Burundi,0.0,1.0,1996-01-01,PRELIMINARY-Africa,Freetown,1996
Gabon,Swaziland (Swatini),2.0,0.0,1996-01-01,PRELIMINARY-Africa,Libreville,1996
Zaire (Zaïre),Mauritius,2.0,0.0,1996-01-01,PRELIMINARY-Africa,Kinshasa,1996
Tunisia (تونس),Rwanda,2.0,0.0,1996-01-01,PRELIMINARY-Africa,Tunis,1996
Ivory Coast (Côte d'Ivoire),Congo,1.0,1.0,1996-01-01,PRELIMINARY-Africa,Abidjan,1996
Ghana,Tanzania,2.0,1.0,1996-01-01,PRELIMINARY-Africa,Kumasi,1996
Trinidad and Tobago,Dominican Republic (República Dominicana),8.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Port_of_Spain,1996
Barbados,Jamaica,0.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Bridgetown,1996
Saint Kitts & Nevis,Saint Vincent & The Grenadines,2.0,2.0,1996-01-01,PRELIMINARY-N/C.America,Basseterre,1996
Liberia,Gambia,4.0,0.0,1996-01-01,PRELIMINARY-Africa,Accra,1996
Greece (Ελλάδα),Slovakia (Slovensko),2.0,0.0,1996-01-01,PRELIMINARY-Europe,Athína,1996
Haiti (Haïti),Cuba,1.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Cap Haïtien,1996
Jamaica,Barbados,2.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Kingston,1996
Saint Vincent & The Grenadines,Saint Kitts & Nevis,0.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Kingstown,1996
Chile,Ecuador,4.0,1.0,1996-01-01,PRELIMINARY-S.America,Santiago,1996
Peru (Perú),Argentina,0.0,0.0,1996-01-01,PRELIMINARY-S.America,Lima,1996
Colombia,Uruguay,3.0,1.0,1996-01-01,PRELIMINARY-S.America,Barranquilla,1996
Bolivia,Venezuela,6.0,1.0,1996-01-01,PRELIMINARY-S.America,La_Paz,1996
Canada,Panama (Panamá),3.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Edmonton,1996
Azerbaijan (Azərbaycan),Switzerland (Schweiz / Suisse),1.0,0.0,1996-01-01,PRELIMINARY-Europe,Baku,1996
Belarus (Беларусь),Estonia (Eesti),1.0,0.0,1996-01-01,PRELIMINARY-Europe,Minsk,1996
Austria (Österreich),Scotland,0.0,0.0,1996-01-01,PRELIMINARY-Europe,Wien,1996
Faroe Islands (Føroyar),Slovakia (Slovensko),1.0,2.0,1996-01-01,PRELIMINARY-Europe,Toftír,1996
Wales (Cymru),San Marino,6.0,0.0,1996-01-01,PRELIMINARY-Europe,Cardiff,1996
Belgium (België),Turkey (Türkiye),2.0,1.0,1996-01-01,PRELIMINARY-Europe,Bruxelles,1996
Romania (România),Lithuania (Lietuva),3.0,0.0,1996-01-01,PRELIMINARY-Europe,Bucureşti,1996
Liechtenstein,Ireland (Éire),0.0,5.0,1996-01-01,PRELIMINARY-Europe,Eschen,1996
Northern Ireland (Ulster),Ukraine (Україна),0.0,1.0,1996-01-01,PRELIMINARY-Europe,Belfast,1996
Armenia (Հայաստան),Portugal,0.0,0.0,1996-01-01,PRELIMINARY-Europe,Erevan,1996
Greece (Ελλάδα),Bosnia-Herzegovina (Bosna i Hercegovina),3.0,0.0,1996-01-01,PRELIMINARY-Europe,Kalamáta,1996
Slovenia (Slovenija),Denmark (Danmark),0.0,2.0,1996-01-01,PRELIMINARY-Europe,Ljubljana,1996
Moldova,England,0.0,3.0,1996-01-01,PRELIMINARY-Europe,Chişinău,1996
Hungary (Magyarország),Finland (Suomi),1.0,0.0,1996-01-01,PRELIMINARY-Europe,Budapest,1996
Latvia (Latvija),Sweden (Sverige),1.0,2.0,1996-01-01,PRELIMINARY-Europe,Rīga,1996
Israel (ישראל),Bulgaria (България),2.0,1.0,1996-01-01,PRELIMINARY-Europe,Tel Aviv,1996
Russia (Россия),Cyprus (Κύπρος),4.0,0.0,1996-01-01,PRELIMINARY-Europe,Moskva,1996
Argentina,Paraguay,1.0,1.0,1996-01-01,PRELIMINARY-S.America,Buenos Aires,1996
Colombia,Chile,4.0,1.0,1996-01-01,PRELIMINARY-S.America,Barranquilla,1996
Ecuador,Venezuela,1.0,0.0,1996-01-01,PRELIMINARY-S.America,Quito,1996
Bolivia,Peru (Perú),0.0,0.0,1996-01-01,PRELIMINARY-S.America,La_Paz,1996
Trinidad and Tobago,Costa Rica,0.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Port_of_Spain,1996
Faroe Islands (Føroyar),Spain (España),2.0,6.0,1996-01-01,PRELIMINARY-Europe,Toftír,1996
Cuba,El Salvador,0.0,5.0,1996-01-01,PRELIMINARY-N/C.America,San_Salvador,1996
Jamaica,Honduras,3.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Kingston,1996
Saint Vincent & The Grenadines,Mexico (México),0.0,3.0,1996-01-01,PRELIMINARY-N/C.America,Kingstown,1996
Papua New Guinea (Papua Niugini),Solomon Islands,1.0,1.0,1996-01-01,PRELIMINARY-Oceania,Lae,1996
Czech Republic (Česká Republika),Malta,6.0,0.0,1996-01-01,PRELIMINARY-Europe,Teplice,1996
Solomon Islands,Vanuatu,1.0,1.0,1996-01-01,PRELIMINARY-Oceania,Lae,1996
Qatar (قطر),Sri Lanka (ශ්රී ලංකාව),3.0,0.0,1996-01-01,PRELIMINARY-Asia,Doha,1996
Papua New Guinea (Papua Niugini),Vanuatu,2.0,1.0,1996-01-01,PRELIMINARY-Oceania,Lae,1996
Honduras,Mexico (México),2.0,1.0,1996-01-01,PRELIMINARY-N/C.America,San_Pedro_Sula,1996
India (भारत),Philippines (Pilipinas),2.0,0.0,1996-01-01,PRELIMINARY-Asia,Doha,1996
Slovakia (Slovensko),Malta,6.0,0.0,1996-01-01,PRELIMINARY-Europe,Bratislava,1996
Cuba,Panama (Panamá),3.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Panamá,1996
Saint Vincent & The Grenadines,Jamaica,1.0,2.0,1996-01-01,PRELIMINARY-N/C.America,Kingstown,1996
Qatar (قطر),Philippines (Pilipinas),5.0,0.0,1996-01-01,PRELIMINARY-Asia,Doha,1996
Sri Lanka (ශ්රී ලංකාව),India (भारत),1.0,1.0,1996-01-01,PRELIMINARY-Asia,Doha,1996
Philippines (Pilipinas),Sri Lanka (ශ්රී ලංකාව),0.0,3.0,1996-01-01,PRELIMINARY-Asia,Doha,1996
Qatar (قطر),India (भारत),6.0,0.0,1996-01-01,PRELIMINARY-Asia,Doha,1996
Moldova,Italy (Italia),1.0,3.0,1996-01-01,PRELIMINARY-Europe,Chişinău,1996
Estonia (Eesti),Belarus (Беларусь),1.0,0.0,1996-01-01,PRELIMINARY-Europe,Tallinn,1996
Latvia (Latvija),Scotland,0.0,2.0,1996-01-01,PRELIMINARY-Europe,Rīga,1996
Wales (Cymru),Netherlands (Nederland),1.0,3.0,1996-01-01,PRELIMINARY-Europe,Cardiff,1996
Lithuania (Lietuva),Iceland (Ísland),2.0,0.0,1996-01-01,PRELIMINARY-Europe,Vilnius,1996
Northern Ireland (Ulster),Armenia (Հայաստան),1.0,1.0,1996-01-01,PRELIMINARY-Europe,Belfast,1996
Ukraine (Україна),Portugal,2.0,1.0,1996-01-01,PRELIMINARY-Europe,Kyïv,1996
Finland (Suomi),Switzerland (Schweiz / Suisse),2.0,3.0,1996-01-01,PRELIMINARY-Europe,Helsinki,1996
Faroe Islands (Føroyar),Yugoslavia (Југославија),1.0,8.0,1996-01-01,PRELIMINARY-Europe,Toftír,1996
Trinidad and Tobago,Guatemala,1.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Port_of_Spain,1996
Panama (Panamá),El Salvador,1.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Panamá,1996
Bosnia-Herzegovina (Bosna i Hercegovina),Croatia (Hrvatska),1.0,4.0,1996-01-01,PRELIMINARY-Europe,Bologna,1996
Luxembourg (Lëtzebuerg),Bulgaria (България),1.0,2.0,1996-01-01,PRELIMINARY-Europe,Luxembourg,1996
Uruguay,Bolivia,1.0,0.0,1996-01-01,PRELIMINARY-S.America,Montevideo,1996
Denmark (Danmark),Greece (Ελλάδα),2.0,1.0,1996-01-01,PRELIMINARY-Europe,København,1996
England,Poland (Polska),2.0,1.0,1996-01-01,PRELIMINARY-Europe,London,1996
Italy (Italia),Georgia (საქართველო),1.0,0.0,1996-01-01,PRELIMINARY-Europe,Perugia,1996
Norway (Norge),Hungary (Magyarország),3.0,0.0,1996-01-01,PRELIMINARY-Europe,Oslo,1996
Sweden (Sverige),Austria (Österreich),0.0,1.0,1996-01-01,PRELIMINARY-Europe,Stockholm,1996
Belarus (Беларусь),Latvia (Latvija),1.0,1.0,1996-01-01,PRELIMINARY-Europe,Minsk,1996
Israel (ישראל),Russia (Россия),1.0,1.0,1996-01-01,PRELIMINARY-Europe,Tel Aviv,1996
Czech Republic (Česká Republika),Spain (España),0.0,0.0,1996-01-01,PRELIMINARY-Europe,Praha,1996
San Marino,Belgium (België),0.0,3.0,1996-01-01,PRELIMINARY-Europe,Serravalle,1996
Iceland (Ísland),Romania (România),0.0,4.0,1996-01-01,PRELIMINARY-Europe,Reykjavík,1996
Ireland (Éire),Macedonia (Македонија),3.0,0.0,1996-01-01,PRELIMINARY-Europe,Dublin,1996
Lithuania (Lietuva),Liechtenstein,2.0,1.0,1996-01-01,PRELIMINARY-Europe,Vilnius,1996
Albania (Shqipëri),Portugal,0.0,3.0,1996-01-01,PRELIMINARY-Europe,Tiranë,1996
Armenia (Հայաստան),Germany (Deutschland),1.0,5.0,1996-01-01,PRELIMINARY-Europe,Erevan,1996
Venezuela,Argentina,2.0,5.0,1996-01-01,PRELIMINARY-S.America,San_Cristóbal,1996
Ecuador,Colombia,0.0,1.0,1996-01-01,PRELIMINARY-S.America,Quito,1996
Paraguay,Chile,2.0,1.0,1996-01-01,PRELIMINARY-S.America,Asunción,1996
Canada,Cuba,2.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Edmonton,1996
Cuba,Canada,0.0,2.0,1996-01-01,PRELIMINARY-N/C.America,Edmonton,1996
Saint Vincent & The Grenadines,Honduras,1.0,4.0,1996-01-01,PRELIMINARY-N/C.America,Kingstown,1996
Mexico (México),Jamaica,2.0,1.0,1996-01-01,PRELIMINARY-N/C.America,México D.F,1996
Slovakia (Slovensko),Faroe Islands (Føroyar),3.0,0.0,1996-01-01,PRELIMINARY-Europe,Bratislava,1996
Honduras,Jamaica,0.0,0.0,1996-01-01,PRELIMINARY-N/C.America,San_Pedro_Sula,1996
Panama (Panamá),Canada,0.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Panamá,1996
Mexico (México),Saint Vincent & The Grenadines,5.0,1.0,1996-01-01,PRELIMINARY-N/C.America,México D.F,1996
USA,Guatemala,2.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Washington,1996
Canada,El Salvador,1.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Vancouver,1996
Mexico (México),Honduras,3.0,1.0,1996-01-01,PRELIMINARY-N/C.America,México D.F,1996
Egypt (مصر),Namibia,7.0,1.0,1996-01-01,PRELIMINARY-Africa,Cairo,1996
Georgia (საქართველო),England,0.0,2.0,1996-01-01,PRELIMINARY-Europe,Tbilisi,1996
Austria (Österreich),Latvia (Latvija),2.0,1.0,1996-01-01,PRELIMINARY-Europe,Wien,1996
Netherlands (Nederland),Wales (Cymru),7.0,1.0,1996-01-01,PRELIMINARY-Europe,Eindhoven,1996
Liechtenstein,Macedonia (Македонија),1.0,11.0,1996-01-01,PRELIMINARY-Europe,Eschen,1996
Albania (Shqipëri),Armenia (Հայաստան),1.0,1.0,1996-01-01,PRELIMINARY-Europe,Tiranë,1996
Germany (Deutschland),Northern Ireland (Ulster),1.0,1.0,1996-01-01,PRELIMINARY-Europe,Nürnberg,1996
Portugal,Ukraine (Україна),1.0,0.0,1996-01-01,PRELIMINARY-Europe,Porto,1996
Nigeria,Burkina Faso,2.0,0.0,1996-01-01,PRELIMINARY-Africa,Lagos,1996
South Africa (Suid-Afrika),Zaire (Zaïre),1.0,0.0,1996-01-01,PRELIMINARY-Africa,Johannesburg,1996
Morocco (المغرب),Sierra Leone,4.0,0.0,1996-01-01,PRELIMINARY-Africa,Rabat,1996
Slovenia (Slovenija),Bosnia-Herzegovina (Bosna i Hercegovina),1.0,2.0,1996-01-01,PRELIMINARY-Europe,Ljubljana,1996
Croatia (Hrvatska),Greece (Ελλάδα),1.0,1.0,1996-01-01,PRELIMINARY-Europe,Zagreb,1996
Poland (Polska),Moldova,2.0,1.0,1996-01-01,PRELIMINARY-Europe,Katowice,1996
Switzerland (Schweiz / Suisse),Norway (Norge),0.0,1.0,1996-01-01,PRELIMINARY-Europe,Bern,1996
Azerbaijan (Azərbaycan),Hungary (Magyarország),0.0,3.0,1996-01-01,PRELIMINARY-Europe,Baku,1996
Scotland,Sweden (Sverige),1.0,0.0,1996-01-01,PRELIMINARY-Europe,Glasgow,1996
Cyprus (Κύπρος),Israel (ישראל),2.0,0.0,1996-01-01,PRELIMINARY-Europe,Lemesós,1996
Luxembourg (Lëtzebuerg),Russia (Россия),0.0,4.0,1996-01-01,PRELIMINARY-Europe,Luxembourg,1996
Yugoslavia (Југославија),Czech Republic (Česká Republika),1.0,0.0,1996-01-01,PRELIMINARY-Europe,Beograd,1996
Turkey (Türkiye),San Marino,7.0,0.0,1996-01-01,PRELIMINARY-Europe,İstanbul,1996
Ireland (Éire),Iceland (Ísland),0.0,0.0,1996-01-01,PRELIMINARY-Europe,Dublin,1996
Bolivia,Colombia,2.0,2.0,1996-01-01,PRELIMINARY-S.America,La_Paz,1996
Paraguay,Ecuador,1.0,0.0,1996-01-01,PRELIMINARY-S.America,Asunción,1996
Peru (Perú),Venezuela,4.0,1.0,1996-01-01,PRELIMINARY-S.America,Lima,1996
USA,Trinidad and Tobago,2.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Richmond,1996
El Salvador,Panama (Panamá),3.0,2.0,1996-01-01,PRELIMINARY-N/C.America,San_Salvador,1996
Jamaica,Saint Vincent & The Grenadines,5.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Kingston,1996
Guinea (Guinée),Kenya,3.0,1.0,1996-01-01,PRELIMINARY-Africa,Conakry,1996
Liberia,Tunisia (تونس),0.0,1.0,1996-01-01,PRELIMINARY-Africa,Accra,1996
Congo,Zambia,1.0,0.0,1996-01-01,PRELIMINARY-Africa,Pointe-Noire,1996
Angola,Zimbabwe,2.0,1.0,1996-01-01,PRELIMINARY-Africa,Luanda,1996
Togo,Cameroon (Cameroun),2.0,4.0,1996-01-01,PRELIMINARY-Africa,Lomé,1996
Gabon,Ghana,1.0,1.0,1996-01-01,PRELIMINARY-Africa,Libreville,1996
Tonga,Cook Islands,2.0,0.0,1996-01-01,PRELIMINARY-Oceania,Nukualofa,1996
Chile,Uruguay,1.0,0.0,1996-01-01,PRELIMINARY-S.America,Santiago,1996
Spain (España),Slovakia (Slovensko),4.0,1.0,1996-01-01,PRELIMINARY-Europe,Santa_Cruz,1996
Western Samoa,Cook Islands,2.0,1.0,1996-01-01,PRELIMINARY-Oceania,Nukualofa,1996
Tonga,Western Samoa,1.0,0.0,1996-01-01,PRELIMINARY-Oceania,Nukualofa,1996
Costa Rica,Guatemala,3.0,0.0,1996-01-01,PRELIMINARY-N/C.America,San_José,1996
Jamaica,Mexico (México),1.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Kingston,1996
Honduras,Saint Vincent & The Grenadines,11.0,3.0,1996-01-01,PRELIMINARY-N/C.America,San_Pedro_Sula,1996
Trinidad and Tobago,USA,0.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Port_of_Spain,1996
Guatemala,Costa Rica,1.0,0.0,1996-01-01,PRELIMINARY-N/C.America,Los Angeles,1996
Costa Rica,USA,2.0,1.0,1996-01-01,PRELIMINARY-N/C.America,San_José,1996
El Salvador,Cuba,3.0,0.0,1996-01-01,PRELIMINARY-N/C.America,San_Salvador,1996
Guatemala,Trinidad and Tobago,2.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Los Angeles,1996
Cyprus (Κύπρος),Bulgaria (България),1.0,3.0,1996-01-01,PRELIMINARY-Europe,Lemesós,1996
Spain (España),Yugoslavia (Југославија),2.0,0.0,1996-01-01,PRELIMINARY-Europe,Valencia,1996
Wales (Cymru),Turkey (Türkiye),0.0,0.0,1996-01-01,PRELIMINARY-Europe,Cardiff,1996
Belgium (België),Netherlands (Nederland),0.0,3.0,1996-01-01,PRELIMINARY-Europe,Bruxelles,1996
Macedonia (Македонија),Romania (România),0.0,3.0,1996-01-01,PRELIMINARY-Europe,Skopje,1996
Northern Ireland (Ulster),Albania (Shqipëri),2.0,0.0,1996-01-01,PRELIMINARY-Europe,Belfast,1996
Portugal,Germany (Deutschland),0.0,0.0,1996-01-01,PRELIMINARY-Europe,Lisboa,1996
USA,Costa Rica,2.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Palo Alto,1996
Israel (ישראל),Luxembourg (Lëtzebuerg),1.0,0.0,1996-01-01,PRELIMINARY-Europe,Tel Aviv,1996
Bolivia,Paraguay,0.0,0.0,1996-01-01,PRELIMINARY-S.America,La_Paz,1996
Argentina,Chile,1.0,1.0,1996-01-01,PRELIMINARY-S.America,Buenos Aires,1996
Uruguay,Peru (Perú),2.0,0.0,1996-01-01,PRELIMINARY-S.America,Montevideo,1996
Venezuela,Colombia,0.0,2.0,1996-01-01,PRELIMINARY-S.America,San_Cristóbal,1996
Panama (Panamá),Cuba,3.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Panamá,1996
El Salvador,Canada,0.0,2.0,1996-01-01,PRELIMINARY-N/C.America,San_Salvador,1996
Malta,Spain (España),0.0,3.0,1996-01-01,PRELIMINARY-Europe,TaQali,1996
Costa Rica,Trinidad and Tobago,2.0,1.0,1996-01-01,PRELIMINARY-N/C.America,Cartago,1996
Guatemala,USA,2.0,2.0,1996-01-01,PRELIMINARY-N/C.America,San_Salvador,1996
Namibia,Liberia,0.0,0.0,1997-01-01,PRELIMINARY-Africa,Windhoek,1997
Zambia,South Africa (Suid-Afrika),0.0,0.0,1997-01-01,PRELIMINARY-Africa,Lusaka,1997
Sierra Leone,Gabon,1.0,0.0,1997-01-01,PRELIMINARY-Africa,Freetown,1997
Venezuela,Paraguay,0.0,2.0,1997-01-01,PRELIMINARY-S.America,Mérida,1997
Uruguay,Argentina,0.0,0.0,1997-01-01,PRELIMINARY-S.America,Montevideo,1997
Peru (Perú),Chile,2.0,1.0,1997-01-01,PRELIMINARY-S.America,Lima,1997
Bolivia,Ecuador,2.0,0.0,1997-01-01,PRELIMINARY-S.America,La_Paz,1997
Kenya,Nigeria,1.0,1.0,1997-01-01,PRELIMINARY-Africa,Nairobi,1997
Burkina Faso,Guinea (Guinée),0.0,2.0,1997-01-01,PRELIMINARY-Africa,Ouagadougou,1997
Tunisia (تونس),Egypt (مصر),1.0,0.0,1997-01-01,PRELIMINARY-Africa,Tunis,1997
Zaire (Zaïre),Congo,1.0,1.0,1997-01-01,PRELIMINARY-Africa,Kinshasa,1997
Zimbabwe,Togo,3.0,0.0,1997-01-01,PRELIMINARY-Africa,Harare,1997
Cameroon (Cameroun),Angola,0.0,0.0,1997-01-01,PRELIMINARY-Africa,Yaoundé,1997
Ghana,Morocco (المغرب),2.0,2.0,1997-01-01,PRELIMINARY-Africa,Kumasi,1997
Estonia (Eesti),Scotland,0.0,0.0,1997-01-01,PRELIMINARY-Europe,Monaco,1997
England,Italy (Italia),0.0,1.0,1997-01-01,PRELIMINARY-Europe,London,1997
Spain (España),Malta,4.0,0.0,1997-01-01,PRELIMINARY-Europe,Alicante,1997
Ecuador,Uruguay,4.0,0.0,1997-01-01,PRELIMINARY-S.America,Quito,1997
Bolivia,Chile,1.0,1.0,1997-01-01,PRELIMINARY-S.America,La_Paz,1997
Colombia,Argentina,0.0,1.0,1997-01-01,PRELIMINARY-S.America,Barranquilla,1997
Paraguay,Peru (Perú),2.0,1.0,1997-01-01,PRELIMINARY-S.America,Asunción,1997
Tonga,Solomon Islands,0.0,4.0,1997-01-01,PRELIMINARY-Oceania,Nukualofa,1997
Hong Kong (香港),South Korea (한국),0.0,2.0,1997-01-01,PRELIMINARY-Asia,Hong Kong,1997
Solomon Islands,Tonga,9.0,0.0,1997-01-01,PRELIMINARY-Oceania,Honiara,1997
Mexico (México),Canada,4.0,0.0,1997-01-01,PRELIMINARY-N/C.America,México D.F,1997
Jamaica,USA,0.0,0.0,1997-01-01,PRELIMINARY-N/C.America,Kingston,1997
Thailand (ประเทศไทย),South Korea (한국),1.0,3.0,1997-01-01,PRELIMINARY-Asia,Bangkok,1997
Thailand (ประเทศไทย),Hong Kong (香港),2.0,0.0,1997-01-01,PRELIMINARY-Asia,Bangkok,1997
USA,Canada,3.0,0.0,1997-01-01,PRELIMINARY-N/C.America,Palo Alto,1997
Costa Rica,Mexico (México),0.0,0.0,1997-01-01,PRELIMINARY-N/C.America,San_José,1997
Taiwan (台湾),Saudi Arabia (العربية السعودية),0.0,2.0,1997-01-01,PRELIMINARY-Asia,Kuala Lumpur,1997
Malaysia (مليسيا),Bangladesh (বাংলাদেশ),2.0,0.0,1997-01-01,PRELIMINARY-Asia,Kuala Lumpur,1997
Bangladesh (বাংলাদেশ),Taiwan (台湾),1.0,3.0,1997-01-01,PRELIMINARY-Asia,Kuala Lumpur,1997
